shift_id,employee_id,employ_name,shift_time ,shift_date,request_status,swap_with ,reason ,Level 
6612632895,0330159232,Creigh Slark,morning,7/28/2023,Pending,Rasia Korpal,Unexpected car breakdown,3
6840391736,0408920068,Belita Askem,morning,1/20/2023,Declined,Slade Rossoni,Scheduling error,2
1222696959,3725211183,Malcolm Abbis,evening,8/7/2023,Completed,Melitta Saltern,Illness,1
0179894625,1442397861,Lyndel Staresmeare,evening,6/16/2023,Approved,Hobie Schirach,Overtime at another job,2
4396226632,8295375385,Fancie Steagall,evening,10/18/2022,Completed,Tawnya Billett,Vacation plans,2
7891369291,3411596260,Karoline Mapston,evening,11/26/2022,Declined,Brittani Teenan,Vacation plans,3
7408551239,6608270801,Ailyn Ratke,evening,1/31/2023,Completed,Kelila Ablewhite,Workshop or training session,2
9147358874,4359588771,Hildegarde Amort,morning,9/13/2022,Completed,Sharity Challener,Unexpected car breakdown,3
9977697167,1297148037,Marline Sinton,evening,10/17/2022,Processing,Katinka Abelson,Unforeseen medical appointment,1
6799043171,6671920818,Clio Della Scala,morning,6/5/2023,Pending,Cob Faraker,Deadline for a project,2
1450902022,3015355104,Colver Gillise,morning,11/5/2022,Completed,Patti Perillio,Childcare responsibilities,2
5788286425,8605122315,Marty Bousler,morning,9/8/2022,Completed,Tobey Leonards,Transportation issues,2
2395080349,0973372303,Hazel Dymott,evening,10/7/2022,Processing,El Fero,Last-minute travel,1
5679760630,8636767903,Stanton Brazear,evening,4/19/2023,Pending,Herold O' Finan,Volunteer commitment,3
9654663112,6419219736,Gui Waggatt,morning,5/29/2023,Processing,Shaun Braunroth,Last-minute travel,1
8685103258,6506388080,Rebecka Spreag,morning,2/6/2023,Processing,Malva Riditch,Illness,2
2395908320,3737967954,Adrianne Tomczykiewicz,evening,5/27/2023,Completed,Nathanael Kanwell,Important meeting,3
0100688179,1366409337,Orly Rabbe,evening,8/4/2023,Declined,Reinold Almond,Traffic congestion,3
3421832897,6596019772,Cybill Barsham,morning,3/30/2023,Declined,Galen McGrail,Late shift at current job,1
9319006962,3269506546,Jerrine Felmingham,evening,2/23/2023,Pending,Anabel Bruniges,Unexpected car breakdown,2
6289178431,6437065850,Cleavland Cumbes,morning,8/5/2023,Declined,Godiva Lowde,Attending a special event,1
3033740499,4564107534,Lettie Engley,evening,3/15/2023,Completed,Luella Cawcutt,Vacation plans,1
0180638009,8755625959,Riannon Shepperd,evening,10/31/2022,Declined,Cordell Ravelus,Traffic congestion,1
7308726452,8738907224,Corliss Lowseley,morning,9/27/2022,Declined,Barris Trumble,Overtime at another job,1
6431463919,8559462171,Junina Gaffer,evening,9/20/2022,Completed,Marwin Catherall,Overtime at another job,1
8012133407,1573603961,Katherine Pietrusiak,morning,9/12/2022,Pending,Obadias Longfellow,Religious observance,3
9889998564,6206270246,Dorelle Plevey,evening,8/18/2023,Pending,Rogers Stark,Celebratory occasion,2
7053312429,9586169197,Tabbie Keyden,evening,7/25/2023,Completed,Aristotle Fursey,Unforeseen medical appointment,3
5420190109,1559527021,Aldo Callander,morning,5/10/2023,Processing,Jacinta Wadwell,Unexpected car breakdown,2
2904503382,4769240880,Brig Mynett,morning,2/13/2023,Processing,Shamus Gard,Celebratory occasion,3
9320297959,7667033412,Norry Jury,evening,12/31/2022,Declined,Fred Goodwill,Childcare responsibilities,1
9395137231,0715075675,Kalindi Brose,morning,2/11/2023,Approved,Atlanta Whiten,Workshop or training session,2
5083793520,9134148906,Mickey Kubecka,evening,12/15/2022,Completed,Riki Pybus,Unforeseen medical appointment,2
2599246954,5654692569,Tam Eales,evening,6/9/2023,Completed,Kathryn Drayton,Deadline for a project,3
3865737749,6417671895,Gerti Goater,evening,1/22/2023,Pending,Fee Collington,Illness,3
0071064818,2580708073,Ariel Richmond,evening,2/7/2023,Declined,Zacharia Jerrome,Family emergency,3
2944459546,1252330820,Chlo Ballentime,morning,6/23/2023,Pending,Almeria Elmhirst,School obligations,2
6654293649,2418389545,Palm Farran,evening,5/10/2023,Approved,Jareb Gladyer,Unexpected car breakdown,3
7125113621,1217117431,Godwin Cranke,morning,9/15/2022,Processing,Donia Rackham,School obligations,1
0463259823,5415013342,Blithe Sheircliffe,evening,11/7/2022,Declined,Taylor Charrett,Attending a special event,2
3189976864,8370428371,Lilian Jahnel,evening,1/6/2023,Completed,Lisle Masdon,Doctor's orders,2
8725880780,4743851165,Gilberto Stiggles,morning,10/7/2022,Completed,Deane Hache,Unexpected car breakdown,2
5674437998,0515185841,Frances Cridland,evening,4/9/2023,Processing,Lindy Shreenan,Emergency home repair,2
4465816804,0707255597,Arthur Izachik,evening,11/16/2022,Completed,Debra Baumer,Family celebration,2
7644520708,7545640942,Kristen Gabites,morning,4/26/2023,Declined,Curry Pragnell,Attending a special event,1
5771047449,3497047260,Solly McCreary,morning,7/29/2023,Processing,Dahlia Sharply,Unexpected car breakdown,3
4167480948,0972359826,Conrado Oddy,evening,9/10/2022,Approved,Kat Claridge,Personal appointment,1
4596165920,3685678671,Nonah Malkin,morning,11/1/2022,Declined,Arabel Gerhartz,Deadline for a project,2
3546911903,7965058642,Wandie Mc Grath,morning,8/14/2023,Declined,Adrien Liddard,Religious observance,1
1724623028,6311876825,Kiley Doppler,evening,7/21/2023,Declined,Jacynth Hateley,Scheduling error,2
1202614434,4112938365,Sergio Slimming,morning,6/12/2023,Approved,Bette-ann McNally,Transportation issues,1
5988027466,1675399166,Arvy Muckian,morning,5/21/2023,Completed,Hube Faircliffe,Vacation plans,2
2307838430,6265934015,Price Bonafacino,morning,6/5/2023,Declined,Lalo Elsdon,Family emergency,2
2701459893,0314655867,Lesli Pear,morning,6/19/2023,Processing,Husein Tye,Vacation plans,2
4525949228,3298471755,Mitchell Spurett,morning,7/28/2023,Completed,June Bromhead,Important meeting,1
3743510863,8004599435,Allie Hagley,evening,2/16/2023,Completed,Lesley Crickmer,Important meeting,3
7460487996,6506002182,Ivie Leggan,evening,1/3/2023,Processing,Jasun Allanson,School obligations,1
8066755473,4798384399,Grenville Bagnall,evening,3/12/2023,Processing,Lucio Lidbetter,Deadline for a project,2
5232304283,7922467435,Grayce Delea,evening,1/13/2023,Declined,Allan Argile,Scheduling error,2
3597743730,4286195015,Ros Fiander,morning,10/30/2022,Completed,Zared Borborough,Illness,2
9619276671,7714351586,Nelie Deroche,evening,3/10/2023,Approved,Avie Pearson,Doctor's orders,1
5394972133,4085752022,Ricca O'Dennehy,evening,4/6/2023,Pending,Dita Levey,Deadline for a project,2
1072562057,5098017599,Jacinthe Jorge,evening,10/17/2022,Declined,Roanna Sharvell,Transportation issues,2
9066891912,2197465120,Zaria Dallison,evening,5/23/2023,Pending,Justina Vicar,Scheduling error,3
8262873866,3881410740,Daniella Slatcher,evening,6/2/2023,Pending,Aldo Trengrouse,Traffic congestion,3
6782549018,8543743915,Heidi Pasquale,morning,11/24/2022,Declined,Barnie Skipworth,Vacation plans,1
9661398399,0642967059,Otho Khilkov,evening,6/17/2023,Declined,Lexis Wyre,School obligations,2
5384046724,6465142767,Vicky Crilley,evening,5/31/2023,Pending,Estrella Duester,Attending a special event,1
2036635059,6595675781,Broderick Murtell,morning,11/1/2022,Pending,Gabi Civitillo,Unexpected car breakdown,3
9361032518,4761031182,Killy Crabtree,evening,11/25/2022,Approved,Koenraad Bolland,Transportation issues,2
0002408910,7403703146,Waylon Prendergrast,evening,6/29/2023,Processing,Decca Dobel,Late shift at current job,3
1197610782,1321498837,Gerri Vail,morning,11/16/2022,Pending,Kathie Jelley,Personal appointment,1
5302037467,0354582399,Lou MacTeggart,morning,10/28/2022,Completed,Arliene Barszczewski,Shift conflicts with another job,1
1647575028,5421363392,Sheeree Daglish,morning,12/19/2022,Approved,Clementia Thebes,Transportation issues,3
8056319239,3076125680,Hewie Corkish,morning,11/2/2022,Completed,Una Mager,Unexpected car breakdown,2
5992868623,1672644135,Brandea Sear,evening,4/16/2023,Approved,Benedict Gussie,Religious observance,3
9936963164,4367754006,Maridel Garrettson,morning,10/12/2022,Pending,Felizio Dives,Childcare responsibilities,1
3267621054,9977127794,Fabe Eslinger,evening,10/20/2022,Processing,Shayna Niemiec,Illness,3
6212976074,6359425572,Gordie Sherrum,morning,10/28/2022,Completed,Ashlie Alonso,Important meeting,2
1406890596,3591228273,Eamon Cocke,evening,6/5/2023,Processing,Ninette Kohen,Family emergency,1
0185847943,3086997257,Jesselyn Nutkin,morning,11/24/2022,Processing,Alethea Safe,Unforeseen medical appointment,2
3309280373,1898345910,Rosemaria Roman,evening,2/21/2023,Approved,Myrtle Macellar,Attending a special event,2
9247633982,1334131902,Andres Sanham,evening,5/4/2023,Pending,Kirstin Ryles,Illness,1
3582148254,6088786310,Giusto Bruineman,evening,4/15/2023,Processing,Richmond Scholey,Emergency home repair,1
6506797053,5148777109,Stacey Bartel,evening,3/3/2023,Pending,Jillayne McLuckie,School obligations,2
4371764002,1480818135,Sheff Cudiff,evening,3/22/2023,Declined,Keary Agent,Transportation issues,3
5553959586,8494503103,Stewart Beckers,morning,7/19/2023,Approved,Olenolin Domingues,Family celebration,2
6323210622,6091793411,Llywellyn Oubridge,evening,9/14/2022,Processing,Tommie Carus,Vacation plans,3
7031330858,7254433010,Rickie Berens,evening,11/17/2022,Completed,Juliette Rozec,Childcare responsibilities,1
1570956049,1915839513,Katya Shill,evening,7/23/2023,Completed,Holmes Luisetti,School obligations,1
4890953426,1021051993,Mortie Lupton,evening,3/10/2023,Completed,Christy De Ferrari,Family emergency,2
8055922195,5001235642,Katerine Deschelle,evening,11/29/2022,Processing,Netty Elderfield,Last-minute travel,1
9745277282,7138771134,Giorgi MacKaig,evening,12/30/2022,Pending,Pauly Murt,School obligations,2
4447075245,9653544578,Dorotea Lamyman,morning,8/24/2023,Processing,Gerard Chimenti,Workshop or training session,1
5277333886,3789327506,Kory Melan,evening,11/22/2022,Declined,Zarla Esposi,Volunteer commitment,1
8922162074,6582222759,Chandal Windeatt,evening,5/18/2023,Approved,Mychal Rennocks,Personal appointment,2
3764472545,5442186899,Frederich Arnholtz,evening,6/29/2023,Pending,Ronnica Vasilkov,Shift conflicts with another job,3
1989270948,3535119073,Becky Yourell,evening,4/4/2023,Completed,Christen Petkov,Religious observance,3
3237573019,8641436480,Byran Springford,evening,7/17/2023,Pending,Donnie MacPhaden,Vacation plans,1
1889130087,7841045425,Meir Seston,morning,7/7/2023,Processing,Bellanca Yorke,Late shift at current job,1
6484845875,0075652900,Dale Barensky,evening,11/7/2022,Completed,Codee Kinneally,Deadline for a project,2
4882927314,5538934357,Jeromy Hariot,evening,1/18/2023,Completed,Brooks Lembrick,Deadline for a project,3
4765318931,4453833776,Alric Marrett,evening,9/25/2022,Processing,Lelia Benedetti,Last-minute travel,2
3990574507,1419064800,Johny Wagenen,evening,11/9/2022,Completed,Jannelle Tantrum,Scheduling error,1
0967821282,4656310417,Kristofer Harbord,evening,6/24/2023,Declined,Marinna Goldstone,Childcare responsibilities,1
8850041675,9160425784,Melodee Fraulo,evening,12/14/2022,Completed,Gaven Casebourne,Childcare responsibilities,1
3745125576,5726055683,Wolfgang Garoghan,evening,8/14/2023,Declined,Sheppard Woolnough,Late shift at current job,3
2068300079,3756976408,Jock Burker,morning,12/20/2022,Pending,Myrtle Caherny,Last-minute travel,2
9971934922,4344416457,Florella Arnholz,evening,6/30/2023,Pending,Krisha Ramme,Personal appointment,1
4819922432,8835532752,Jacklin Pursehouse,morning,6/3/2023,Processing,Beth Dubery,Personal appointment,1
0369617401,4848099927,Bay Godney,evening,8/24/2023,Processing,Rosco Gipson,Childcare responsibilities,3
7874195817,0658664417,Anna Thying,morning,2/14/2023,Pending,Minny Villa,Family celebration,2
7775623284,2410587119,Bab Daen,morning,2/6/2023,Approved,Merrile Laviste,Traffic congestion,2
4715182874,5861661847,Farrel Lisciandro,evening,1/9/2023,Declined,Lorena Cholmondeley,Unforeseen medical appointment,2
4302099437,0994296096,Vevay Gerritsma,morning,3/7/2023,Declined,Ransell Dinneges,Volunteer commitment,1
1666299677,6268245814,Keir Rattray,morning,3/3/2023,Pending,Danielle O' Ronan,Traffic congestion,1
6357128007,3517935913,Jerad Taborre,evening,6/4/2023,Declined,Nanon Callaway,Childcare responsibilities,1
8102985240,5781002464,Jacquenette Beament,morning,1/24/2023,Declined,Mason Dowyer,Doctor's orders,2
1665520744,4794310633,Dedie Fridlington,evening,8/7/2023,Pending,Wake Cockson,Scheduling error,2
2918734438,4676145683,Bernhard Hallatt,morning,7/31/2023,Completed,Allene Windaybank,Family emergency,1
2715246250,9624395063,Lief Yancey,evening,10/8/2022,Processing,Joelynn Fuidge,Late shift at current job,3
4152800844,6146954063,Dulcie Bendel,evening,2/22/2023,Completed,Brendin Shirrell,Vacation plans,1
3898936791,0426110013,Gabriellia Macura,morning,7/11/2023,Approved,Aldus Richter,Traffic congestion,2
0348397216,1416931716,Dionisio Aldington,morning,9/12/2022,Approved,Jessee Wilshire,Celebratory occasion,1
7416670144,2536252531,Sharron Lieb,morning,2/20/2023,Processing,Ban Windibank,Family celebration,2
0136130208,7900058478,Purcell Prinnett,morning,9/10/2022,Declined,Waldon Gammage,Personal appointment,2
6202949368,8941804116,Emmi Di Antonio,evening,9/25/2022,Declined,Whitman Chappelow,Religious observance,3
8040228069,3063210234,Fina Keinrat,evening,8/26/2022,Approved,Nikolaus Glusby,Late shift at current job,3
4362487182,9407734129,Kain Tolland,morning,10/24/2022,Approved,Dave Avey,Emergency home repair,3
0694682969,8428106274,Siobhan Worrall,evening,6/14/2023,Processing,Emmye Jindrich,Emergency home repair,2
8594165323,6044692221,Daile Batter,evening,6/23/2023,Completed,Gunner Chelley,Family celebration,2
3066022412,1451123523,Bethany Nealand,morning,9/30/2022,Completed,Emmalyn Agglio,School obligations,1
5111556540,1714800083,Irving Wollacott,morning,12/6/2022,Declined,Kassi Chrishop,Transportation issues,2
0602106575,9423441491,Doroteya Josephi,evening,3/27/2023,Completed,Angil Twiggins,Vacation plans,2
2098007140,4005792774,Mehetabel Dobney,evening,5/30/2023,Declined,Janka Gosland,Doctor's orders,3
9267030566,9090130276,Janifer Chatteris,morning,12/15/2022,Declined,Helsa Robke,Last-minute travel,1
6727721866,8485724828,Charlean Caistor,morning,6/6/2023,Approved,Robbie Gras,Religious observance,3
4946500804,4229602944,Codie Redsull,evening,6/25/2023,Approved,Hobart Dumbellow,Religious observance,1
4523185832,0560020279,Devina Chimenti,evening,12/25/2022,Declined,Katina Speaks,Celebratory occasion,1
9620180836,9116590333,Karlan Joanaud,morning,12/1/2022,Processing,Layney Howcroft,Illness,2
8139985082,2842385667,Theodor Bourgaize,evening,10/14/2022,Declined,Hastings Loxdale,Family celebration,1
3990332619,2428128922,Nicki Parish,evening,9/27/2022,Approved,Dyane Sidsaff,Unexpected car breakdown,1
1469471833,6137676625,Alexandra Rubinivitz,evening,1/11/2023,Approved,Gianni Hanney,Illness,1
1941631185,3662122928,Loree Eunson,morning,10/1/2022,Completed,Sileas Bettam,Emergency home repair,3
9457842391,7515536845,Yasmin Ciabatteri,morning,6/13/2023,Declined,Clara Betham,School obligations,3
5639194413,8787299550,Hugh Rollason,evening,4/16/2023,Pending,Nikki Ibanez,Traffic congestion,2
6180686300,7266462738,Mead Swapp,evening,7/2/2023,Pending,Paton Heckner,Personal appointment,1
9033754576,3120703133,Durand Taree,evening,9/2/2022,Pending,Gillan Rising,Workshop or training session,3
7395661974,2644173523,Leola MacNeillie,evening,8/9/2023,Processing,Dot Grocock,Personal appointment,2
4919213425,0695243306,Thorn Bretton,morning,2/8/2023,Pending,Gasparo Barabich,School obligations,3
2258948827,5621148495,Zandra Gagie,morning,6/28/2023,Declined,Patrizia Gabbatiss,Unforeseen medical appointment,2
4982692807,1249455286,Clayton Yearby,morning,11/10/2022,Pending,Todd Putt,Personal appointment,2
6734597032,8253360150,Riordan Anton,evening,1/16/2023,Approved,Othelia Fike,Overtime at another job,3
4552899163,8173046840,Gustave Jannex,morning,11/4/2022,Approved,Ashien Theuff,Emergency home repair,1
9447751253,8955865511,Xena Emberson,morning,11/25/2022,Approved,Stephine Brixham,Doctor's orders,2
3917957671,5766527144,Abba Shevelin,evening,10/11/2022,Processing,Corabel Voff,Family celebration,2
3569464148,1231712929,Garrick Lively,evening,3/27/2023,Completed,Ada Claessens,Family emergency,3
8125449612,5673653115,Domenico Leahey,morning,7/13/2023,Approved,Colas Tiner,Workshop or training session,2
2363102479,4955442978,Van Lythgoe,morning,10/9/2022,Declined,Bevan MacColgan,Traffic congestion,1
9375600467,3883623016,Bobbie Collar,evening,4/21/2023,Pending,Nissy Leason,Personal appointment,2
7995665865,7918825578,Selene Gossipin,evening,6/6/2023,Declined,Andi Kinnoch,Traffic congestion,1
9237135505,4255123276,Corilla Wisdish,evening,6/24/2023,Pending,Gwyneth Dulwitch,Childcare responsibilities,3
1639297065,2614002046,Gerald Shickle,evening,10/3/2022,Completed,Angelita Costard,Scheduling error,1
1838694404,7288052990,Beverlee Gamblin,evening,7/5/2023,Processing,Gussy Uttermare,School obligations,3
1542324882,7796521251,Adah Rainsdon,evening,4/22/2023,Approved,Porty Muckian,School obligations,1
1930494831,8092597944,Padget Marley,morning,10/16/2022,Pending,Farrell Jorgesen,Attending a special event,1
4356654986,9787205492,Lavinie Peiro,morning,1/14/2023,Declined,Hyacinthia Duval,Childcare responsibilities,1
8338100404,3335489357,Dareen Cherm,evening,12/25/2022,Processing,Siobhan MacPherson,Celebratory occasion,3
2484590075,0800517512,Monica Muffen,evening,5/11/2023,Pending,Francis Yegorchenkov,Important meeting,2
0842611827,5692950766,Weber Heakey,evening,1/31/2023,Declined,Ceciley Matschuk,Important meeting,2
4069158057,0676467911,Isador Slowcock,evening,7/11/2023,Declined,Timi Langfield,Illness,2
6923588901,8744943091,Vidovic Ross,evening,1/21/2023,Processing,Giana Hains,Shift conflicts with another job,2
6716774734,8020498753,Heida Brewers,evening,3/30/2023,Completed,Colene Whissell,Important meeting,3
4215522552,2103137884,Anjanette Churchin,morning,4/7/2023,Processing,Amandie Kerbler,Celebratory occasion,3
6097755104,6045815971,Cristabel Stretton,morning,8/21/2023,Pending,Antonia Kewley,School obligations,2
3037183322,7788868809,Margery Bonds,morning,12/5/2022,Completed,Drusilla Dally,Family celebration,2
1204195587,8107332296,Leslie Worms,evening,1/24/2023,Declined,Renelle Stolworthy,Unexpected car breakdown,2
0225951444,2291400665,Bunnie Leathard,morning,10/5/2022,Pending,Flori Pitcher,Vacation plans,2
5697471882,2510678043,Abeu Gorman,evening,8/19/2023,Completed,Dora Rupp,Volunteer commitment,1
2989528466,7157882876,Herculie Arondel,morning,11/20/2022,Completed,Alicia Gate,Shift conflicts with another job,2
0039982416,0208328068,Donna Gatchell,evening,11/14/2022,Declined,Julio McCreadie,Overtime at another job,3
1619743434,7976897691,Lazar Blanpein,evening,12/5/2022,Processing,Danielle Warburton,Personal appointment,1
6815745058,1103169602,Carlen Frankish,morning,10/2/2022,Pending,Sidonnie Yearsley,Late shift at current job,1
3758137799,1529306736,Annissa Thurlbourne,evening,8/10/2023,Approved,Allyson Backhouse,Vacation plans,2
8620452088,1987969340,Archer Galego,evening,9/18/2022,Processing,Clemens Gladbach,Attending a special event,3
4222573906,2414881437,Elias McIlvaney,morning,7/5/2023,Pending,Addison Zottoli,Workshop or training session,2
2285637411,7345500276,Rodney Pescud,evening,7/20/2023,Completed,Madelle Bullough,Celebratory occasion,1
4760979298,9428306142,Del Moffat,morning,3/25/2023,Completed,Rubie Sally,Family emergency,1
3288741296,1413045383,Flynn Allsworth,evening,5/27/2023,Pending,Merry Carrett,Scheduling error,2
0925167460,2370399228,Katerine Gorrissen,morning,5/6/2023,Completed,Kean Tolley,Personal appointment,1
2928164995,0098391844,Philomena Morley,evening,2/3/2023,Pending,Edan Olivetta,Religious observance,2
3408268363,1916298443,Conney Knibbs,morning,10/11/2022,Processing,Leandra Chicco,Late shift at current job,2
2878904834,8595733503,Larry Bredbury,morning,7/30/2023,Completed,Aviva Jellings,Celebratory occasion,2
2436136254,4725811661,Erma Guslon,morning,9/2/2022,Processing,Thadeus Duncanson,Shift conflicts with another job,3
7488241029,1305081218,Christopher Wigglesworth,evening,1/15/2023,Declined,Hussein O'Siaghail,Religious observance,1
2513734769,4567241088,Renado Battrum,morning,12/6/2022,Completed,Valeria Castagnier,Shift conflicts with another job,2
0584937768,9442576119,Tamera Whitton,evening,9/6/2022,Completed,Gwynne Ferne,Workshop or training session,2
5483391829,4291468776,Pippa Trevino,morning,6/17/2023,Processing,Terrie Heatly,Traffic congestion,1
8762478508,3032573726,Pen Skip,morning,3/11/2023,Approved,Eugenio McNeely,Religious observance,2
9620153049,7552060948,Roselle Ridde,morning,11/1/2022,Completed,Avictor Fawke,Unforeseen medical appointment,1
2708350366,2671213220,Bride Catterick,evening,8/20/2023,Completed,Amandy Geering,Religious observance,2
6242345927,9164864286,Vivie Scrimgeour,morning,7/24/2023,Completed,Micah Pullinger,Childcare responsibilities,3
3012748636,6095561469,Randolph Wescott,evening,5/27/2023,Processing,Berty Slowley,Personal appointment,2
6749176399,5785923718,Wini Robbel,evening,11/13/2022,Approved,Neila Ness,Transportation issues,3
0915086832,6418084713,Dorelia Haswall,morning,4/18/2023,Completed,Lisha Carbine,Doctor's orders,3
7679607338,8465417431,Adeline Wyper,morning,6/3/2023,Completed,Henriette Valiant,Childcare responsibilities,2
0674689321,9622498221,Kelsy Dace,evening,12/8/2022,Completed,Kaitlynn Berlin,School obligations,2
1130040607,7746313787,Bobina Cervantes,morning,6/29/2023,Declined,Eleni Simmens,Doctor's orders,3
3213277231,2283640393,Candy Starton,evening,1/13/2023,Processing,Garvin Collings,Transportation issues,3
8891674508,6029702351,Orson Ziemecki,morning,5/6/2023,Declined,Terence Canby,Emergency home repair,2
4222813184,2046339606,Melamie Cockerham,morning,9/29/2022,Processing,Betti Scalera,Vacation plans,1
3512686419,8330585557,Joell Posnett,evening,10/6/2022,Processing,Melloney Tale,Attending a special event,3
8162226192,7074508632,Jamaal Reddings,evening,8/20/2023,Pending,Vernen Gowry,Last-minute travel,2
9386875705,0437866327,Nolie Whelpdale,morning,7/11/2023,Processing,Christian Hayden,Childcare responsibilities,3
3890067964,6288068004,Derry Lomas,morning,4/8/2023,Processing,Westleigh O'Shevlin,Emergency home repair,2
5473083773,0645131199,Tillie Given,morning,7/18/2023,Pending,Adella Cham,Doctor's orders,2
4431051775,8659634691,Jillane Drinkwater,evening,4/17/2023,Completed,Marice Kindley,Emergency home repair,3
7405947034,9838561185,Beilul Grishmanov,morning,9/30/2022,Processing,Theodoric McGiffin,Celebratory occasion,1
9192876684,1658745655,Giavani Noe,evening,9/9/2022,Processing,Jud Longman,Last-minute travel,3
0401234002,4355607577,Randolf Bussetti,morning,11/29/2022,Declined,Georgia Chaudrelle,Traffic congestion,2
3433683832,1527358658,Olenka Charlotte,morning,4/26/2023,Declined,Lenette Seccombe,Illness,3
5560388289,0233910158,Rory Gaudin,evening,7/16/2023,Declined,Conni Hirschmann,Emergency home repair,2
0435619160,5180191912,Adda Chessell,morning,11/8/2022,Approved,Charissa Vasile,Transportation issues,1
3021366759,4234242136,Elie Clemmett,morning,11/3/2022,Processing,Clarita Garz,Overtime at another job,1
5158070970,2934604438,Web Dominetti,morning,3/15/2023,Declined,Sherill Knapper,Vacation plans,2
2061188621,8848655831,Johanna Holah,evening,3/27/2023,Declined,Hashim Jobes,Family celebration,1
3972817886,1529429242,Zachery Pettisall,morning,4/30/2023,Pending,Mommy Mitroshinov,Religious observance,3
9050702856,4654216308,Pip Sawood,evening,4/26/2023,Declined,Arlyn Bloodworthe,Personal appointment,1
9017094192,1630068721,Binnie Crimp,morning,1/6/2023,Approved,Stanwood Neve,Personal appointment,2
7261663433,8090608337,Georgie Do Rosario,morning,8/11/2023,Processing,Florance Navein,Unexpected car breakdown,1
0958945195,7884079046,Nola Finder,morning,7/29/2023,Approved,Petrina Seamark,Volunteer commitment,2
2998581986,5577133181,Naoma Doale,morning,8/31/2022,Approved,Belita Wellbeloved,Celebratory occasion,1
9632242874,8864631232,Melanie Shee,morning,9/4/2022,Completed,Ranee Cappell,Illness,2
6673263725,4580563867,Tomasina Airy,evening,10/9/2022,Approved,Agata Roycroft,Vacation plans,3
6041768685,7225552309,Esmaria Tuffell,morning,7/11/2023,Approved,Bruis Kinzett,Deadline for a project,3
0372306330,4810026507,Peg Clemmow,morning,11/10/2022,Approved,Dennie Stonebanks,Shift conflicts with another job,2
8242580677,9878829537,Carmen McSporrin,evening,1/25/2023,Approved,Birk Blaase,Religious observance,3
2565475217,1943218765,Darsie Geerdts,morning,5/19/2023,Pending,Gerry Strange,Illness,3
1181958113,1830321323,Maison Golby,evening,3/26/2023,Pending,Oby Wiggett,Illness,2
6985172601,1555129676,Datha Learmonth,evening,2/14/2023,Completed,Ewart Ibert,Late shift at current job,1
5830415615,3542878642,Horatio Scud,evening,9/14/2022,Processing,Gwendolyn Juggings,Scheduling error,2
9422697972,3650770008,Brit Rasor,evening,12/19/2022,Pending,Greer Beadnall,Workshop or training session,1
1302229966,5360556420,Gwenneth Revill,morning,3/26/2023,Pending,Lilyan Meader,Unforeseen medical appointment,1
9035861159,0963174711,Flossy Blyth,morning,9/13/2022,Approved,Ber Vischi,Family emergency,3
9949940907,4713833193,Ginnifer Mechem,evening,2/2/2023,Approved,Brier Mottinelli,Transportation issues,3
9039797145,7138404425,Petrina Loalday,morning,6/29/2023,Completed,Rakel Derrington,Scheduling error,2
9517969074,6568686247,Shepperd Canland,morning,6/13/2023,Approved,Creigh Stiant,Religious observance,2
4952135543,7991142841,Nadean Huddleston,evening,7/30/2023,Processing,Abraham Moxted,Last-minute travel,1
9624102082,9220751283,Cecily Gammade,evening,12/20/2022,Completed,King Itzcak,Unexpected car breakdown,2
3300460409,2611964084,Briny Goodbur,morning,10/13/2022,Completed,Desdemona Fairbrass,Attending a special event,3
0354441353,7924761969,Melisa Frostdicke,evening,4/20/2023,Completed,Abran Plumm,Scheduling error,2
2531541780,4072160296,Roscoe Rizzello,evening,10/25/2022,Processing,Ivette McLeary,Overtime at another job,2
5816626213,1556562977,Jamesy Lattka,morning,3/26/2023,Pending,Danita Tartt,Illness,2
1048927563,5105449959,Danice Pember,evening,8/19/2023,Processing,Etheline Stallion,Vacation plans,1
0138163715,5077035377,Juana Gawen,morning,5/14/2023,Approved,Leland Yashnov,Celebratory occasion,1
4240058570,8385231544,Tomas Urion,evening,3/26/2023,Declined,Mandie Orth,Illness,1
1212930495,0778626725,Robby Budding,morning,10/28/2022,Completed,Mozes Kilfether,Deadline for a project,2
1589386884,0550088091,Arman Cleyburn,evening,9/26/2022,Declined,Deedee Durgan,Childcare responsibilities,1
7416648009,5261261260,Ula Aindrais,morning,12/4/2022,Completed,Tamar Bimrose,Emergency home repair,1
9555229147,0462143767,Pete Dimbylow,evening,12/10/2022,Pending,Emmet Tyrer,Unforeseen medical appointment,2
8798768808,4786568309,Ambrose McKellen,morning,2/22/2023,Pending,Noland Nalder,Attending a special event,2
4547949158,3841357490,Arvy Drewes,morning,9/7/2022,Completed,Matteo Wherrett,Deadline for a project,3
0086420240,1963481615,Sandi Brydie,morning,10/1/2022,Pending,Brittan Caldayrou,Vacation plans,3
1211449335,8390125749,Kaitlynn Oslar,evening,2/17/2023,Completed,Noella Clowsley,Personal appointment,2
4357317983,6083239346,Der Claworth,evening,2/25/2023,Approved,Emlynne Perse,Doctor's orders,3
2310985279,9279738518,Meyer Smale,morning,5/1/2023,Approved,Jobye Dytham,Illness,1
1713618273,6041870145,Nanine Dailey,morning,12/4/2022,Processing,Thaddeus Hodgon,Family celebration,3
3625429454,8623178610,Harriet Raft,evening,2/16/2023,Processing,Willetta Steddall,Volunteer commitment,1
