shift_id,employee_id,employee_name,shift_date,start_time,end_time,duration,request_status,swap_with,reason
3470241481,3712941587,Nerti Hurtado,10/19/2022,4:08 PM,8:20 PM,5.78,approved,Penrod Spens,Important meeting
6928157666,2212893728,Mab Barwell,2/6/2022,8:56 PM,11:15 PM,5.24,pending,Dione Shouler,Late shift at current job
0076260321,2954710616,Cyril Sich,3/9/2022,1:40 AM,9:26 PM,11.43,pending,Lawton Kittle,Unexpected car breakdown
6635498966,2740823223,Winnifred Kemmer,6/12/2022,8:45 AM,2:37 AM,6.21,pending,Randie Darycott,Late shift at current job
9350475340,4754822900,Devondra Hradsky,11/24/2022,1:07 PM,8:55 AM,9.48,approved,Madlin Gettings,Doctor's orders
9714790212,2194046720,Colet Lamperd,11/2/2022,3:57 PM,2:38 AM,10.72,approved,Patrica Candwell,Illness
2497213313,9691749092,Stacie Pickless,2/10/2022,9:56 AM,2:29 AM,9.06,pending,Davidson Saladine,Attending a special event
6044569357,2198122758,Kelcey Rawlinson,7/17/2022,5:26 AM,2:55 AM,7.8,approved,Tan Spurett,Scheduling error
7331984594,2463561335,Gideon Bugden,7/25/2022,1:40 PM,11:51 PM,7.33,rejected,Caesar Pastor,Vacation plans
2946351661,0085740594,Maggi Petrashkov,7/30/2022,6:10 AM,5:05 PM,8.6,rejected,Margarette O' Donohoe,Emergency home repair
3318736996,7294596484,Amil Pragnell,10/10/2022,9:58 AM,4:09 PM,10.58,approved,Gary Smail,Last-minute travel
7086070041,1649534833,Milena Noad,2/24/2022,4:59 PM,12:22 AM,5.44,rejected,Pauline Chisman,Overtime at another job
5273213614,5896948328,Alexine Gantley,10/22/2022,3:12 PM,12:15 AM,10.35,pending,Zachary Stickney,Late shift at current job
4423595788,0194390586,Faith Planks,2/18/2022,6:12 AM,5:43 PM,10.25,pending,Ase Heber,Religious observance
1778844065,0614275210,Alford Cromwell,1/11/2022,4:00 AM,10:24 PM,2.19,rejected,Elyse Nelsen,Shift conflicts with another job
4583255950,1617928860,Morse Fabler,4/10/2022,9:59 AM,1:42 AM,4.11,approved,Davon Fireman,Doctor's orders
1196896216,3739179759,Dulce Petranek,1/20/2022,4:47 AM,9:24 PM,1.31,rejected,Daren Tatem,Unexpected car breakdown
8679006572,0068812035,Marlena Heighton,5/24/2022,11:19 PM,9:28 PM,7.88,rejected,Job D'Ambrogio,Unexpected car breakdown
2900685125,1363849719,Truman Coppledike,7/22/2022,11:16 PM,1:49 AM,5.51,rejected,Maxine Carlisso,Illness
4661732618,7680651736,Daphna Rubinow,1/10/2022,7:36 PM,8:31 PM,5.02,approved,Vita Stanfield,Shift conflicts with another job
9339913043,7550051496,Jonie Antyukhin,8/28/2022,2:58 PM,2:44 PM,1.46,approved,Brewer Girauld,Shift conflicts with another job
8529006135,8023500333,Marin Nafziger,11/16/2022,6:53 PM,11:02 AM,4.89,approved,Mirella Halston,Scheduling error
6377724748,5546837608,Jobie Mertgen,11/8/2022,2:17 AM,3:15 AM,9.63,pending,Marjie Gorse,Important meeting
4280816646,4743301971,Shellie Ludvigsen,12/29/2022,2:08 PM,6:29 AM,4.96,pending,Giacobo Bagnall,Deadline for a project
5022719495,1430739401,Grover Dibbin,8/24/2022,10:56 PM,8:27 PM,3.09,approved,Waylan Limmer,Late shift at current job
7593585506,1668883406,Katy Newick,12/21/2022,1:42 AM,12:09 PM,4.84,rejected,Alfonse Lettuce,Childcare responsibilities
8934234830,8526106384,Hodge Stamper,1/25/2022,7:51 PM,8:34 PM,4.12,pending,Shanna Laddle,Childcare responsibilities
2477030809,8869293351,Vinnie Steer,6/22/2022,8:41 AM,12:27 PM,11.58,approved,Grove Denington,Illness
5594706100,0332034569,Cordy Efford,3/15/2022,8:12 AM,10:59 AM,2.46,approved,Lorrin Duchant,Illness
2114745406,8671442535,Feodor Cribbott,8/21/2022,4:33 AM,6:35 PM,8.44,rejected,Lanny Thomke,Traffic congestion
1639278753,0450932133,Lowrance Luther,1/11/2022,1:06 AM,12:37 PM,10.2,approved,Keeley Charrier,Celebratory occasion
7573275528,8136113408,Guglielma Overland,8/23/2022,5:50 AM,3:33 AM,3.58,rejected,Patrice Nunes Nabarro,Shift conflicts with another job
3633583785,8258374362,Issiah Kleen,5/23/2022,3:24 PM,8:45 PM,4.37,pending,Rafaelia Mathouse,Celebratory occasion
9198656597,6782090686,Neda McCrie,1/18/2022,9:53 AM,8:30 PM,3.8,approved,Charlie Dumphries,Late shift at current job
3157192396,6300536041,Aldus Goodbairn,12/3/2022,10:06 AM,8:53 AM,10.65,pending,Allyn Beggi,Late shift at current job
5820895061,0765143313,Donielle Scamwell,3/2/2022,5:46 AM,4:52 AM,2.91,pending,Jami Ferencz,Unexpected car breakdown
8909389826,8368869773,Darnell Tocque,4/29/2022,10:34 PM,12:43 AM,11.59,rejected,Danyelle Gregorowicz,Late shift at current job
5483111028,9706374035,Sabine Ferrarotti,4/16/2022,1:09 AM,9:19 PM,8.47,pending,Tobye Pallatina,Celebratory occasion
7239838633,6287350482,Kinna Grahlmans,12/3/2022,9:08 PM,7:01 AM,8.06,approved,Rafaela Garfirth,Doctor's orders
9154660831,2017386456,Bertha Matei,12/17/2022,8:43 AM,12:07 PM,6.97,pending,Bill Skeldinge,Attending a special event
7961559299,2893341705,Phillipp Yanshin,10/18/2022,1:41 AM,10:24 AM,6.57,pending,Molly Harring,Unexpected car breakdown
9921032305,2713107288,Jeramey Bamlet,5/2/2022,12:02 PM,4:25 AM,1.34,approved,Vanna Haryngton,Illness
2050281846,5394026750,Prudi Glyn,10/18/2022,7:33 AM,1:35 PM,7.89,approved,Heather Taphouse,Attending a special event
6607648762,4470901091,Meaghan Symonds,2/22/2022,12:11 PM,1:25 AM,6.84,approved,Lukas Grigoryev,Religious observance
5578097251,3093382939,Dame Overill,1/24/2022,7:03 AM,9:56 AM,1.67,pending,Zebulon Pigot,Scheduling error
3676662431,7598095329,Florentia Dunstone,11/15/2022,8:13 PM,3:53 AM,10.98,approved,Gabbie Potell,Traffic congestion
9907952737,4934142797,Arlene Vannah,7/12/2022,2:59 PM,8:39 AM,9.3,rejected,Warren Disbrey,Religious observance
7240817261,4056105642,Katee Venes,9/8/2022,8:31 PM,10:01 AM,6.24,rejected,Edin Wylie,Traffic congestion
8238417724,1899757201,Josie Sydes,8/14/2022,12:16 AM,9:22 AM,1.38,approved,Nealon Partleton,Childcare responsibilities
8423928357,7989606097,Jerry Jarville,1/11/2022,9:49 PM,3:06 PM,7.09,pending,Gerick Culver,Doctor's orders
5599647811,1491005718,Pete Haws,12/6/2022,10:37 AM,10:28 AM,9.24,approved,Agnes MacTrustam,Celebratory occasion
8892831054,1948238594,Brenden Shipperbottom,2/20/2022,8:23 AM,12:52 AM,6.84,approved,Roz Gommowe,Doctor's orders
7730040719,1200277171,Jasmine Sheldrick,11/16/2022,3:47 AM,1:57 AM,9.35,pending,Alix Kroon,Unexpected car breakdown
6076226617,2052694315,Hayes Elcomb,7/19/2022,2:13 AM,1:45 AM,3.7,approved,Siouxie Roscher,Illness
4198609438,1432752707,Norry Balassi,12/29/2022,9:15 PM,10:10 PM,2.67,pending,Karol Kosiada,Emergency home repair
6813686909,8900393898,Benny Cervantes,12/7/2022,12:13 PM,2:17 PM,11.6,pending,Willem Kittoe,Deadline for a project
4171527589,4395588328,Sabina Grabiec,9/21/2022,2:07 PM,6:57 PM,5.28,rejected,Lombard Seamon,Family emergency
4439727247,6195060674,Ennis Brompton,6/21/2022,3:13 AM,10:27 AM,6.24,rejected,Nadeen Brabham,Transportation issues
6653641597,5971885294,Daron Duckels,7/5/2022,8:34 AM,5:54 AM,10.38,pending,Ellyn Hardson,Personal appointment
8408933299,6829047323,Roth Peschmann,2/9/2022,12:33 PM,2:14 PM,8.74,rejected,Mattias Cuttelar,Attending a special event
2123540072,6317180040,Zachary Biasioni,11/13/2022,10:27 AM,8:32 AM,6.1,pending,Adeline Whelpton,Celebratory occasion
6567217685,5103404044,Norbert Gavey,5/27/2022,4:58 PM,12:19 AM,7.62,pending,Elfrida McSherry,Emergency home repair
9553455956,4972406518,Del O'Mailey,11/20/2022,12:54 PM,7:27 PM,8.28,rejected,Onida Andreev,Traffic congestion
6513686237,2056455358,Caril Djurdjevic,3/23/2022,10:50 AM,10:42 PM,2.87,rejected,Averil Sprigings,Attending a special event
2926751990,8595078793,Madelene Verrillo,1/17/2022,11:45 PM,12:52 PM,8.55,approved,Jenine Bruyett,Personal appointment
4187474447,8739274624,Cookie Balogun,12/10/2022,5:46 AM,11:39 PM,7.84,approved,Kain Bril,Unexpected car breakdown
6718695297,7784907907,Jennifer Zanassi,2/16/2022,2:22 PM,12:43 AM,4.55,rejected,Cecilla Antognelli,Deadline for a project
7911286566,1492614815,Renelle Penticoot,4/30/2022,3:50 PM,6:52 PM,7.76,rejected,Krista Von Welldun,Last-minute travel
0726748145,1315952475,Roseanne Wigley,5/18/2022,9:16 PM,11:16 PM,2.81,rejected,Matt Jelley,Family emergency
6287518790,0360250920,Corey Fontell,8/23/2022,1:37 AM,11:57 PM,1.15,approved,Alejandrina Coggon,Unforeseen medical appointment
3155082038,4487790700,Ivie Purrington,10/10/2022,11:04 AM,1:38 PM,7.21,pending,Kaile Gainsborough,Unforeseen medical appointment
8287075203,4436845931,Hube Nalder,1/13/2022,11:19 AM,5:23 AM,7.94,approved,Merv Teligin,Family emergency
1935148346,1157986145,Coop Graves,7/16/2022,6:14 AM,12:26 PM,7.59,rejected,Shawnee Shapero,Important meeting
6368218932,1404599851,Peter Impey,12/10/2022,6:37 AM,7:12 PM,8.16,rejected,August Erangey,Overtime at another job
2745725319,7261035270,Ninette Heathcoat,8/15/2022,12:07 PM,11:05 PM,6.94,approved,Bill Yapp,Vacation plans
1058333836,1535130024,Loren McWhorter,1/16/2022,11:19 AM,10:23 AM,4.07,pending,Miguel Pedri,Religious observance
0908304390,0173091873,Ronnie Rummery,4/22/2022,8:53 PM,5:06 AM,9.51,pending,Wilmar Hanmore,Overtime at another job
0390805343,0959224866,Hedwiga McRannell,3/30/2022,12:00 PM,8:45 PM,2.44,rejected,Erwin Barnet,Important meeting
5922315692,2912116333,Marwin Beaman,8/1/2022,1:36 AM,10:04 AM,8.44,rejected,Lin Staterfield,Scheduling error
5796588524,2391938918,Lottie Phittiplace,4/22/2022,8:30 PM,7:34 AM,6.68,approved,Nara Realff,Unforeseen medical appointment
4692385456,0352621362,Rance O'Feeney,10/12/2022,5:42 AM,3:51 AM,4.83,approved,Dewie Cockill,Childcare responsibilities
5138160109,0165506016,Ayn Niblock,12/20/2022,1:17 AM,5:04 PM,3.73,rejected,Freddy Walklate,Doctor's orders
0629261792,8106970620,Emile Parlett,6/21/2022,5:14 PM,3:53 PM,5.61,rejected,Brad McCarlie,Unforeseen medical appointment
8667792772,9791407037,Aura Keaton,12/15/2022,9:24 AM,4:31 PM,10.13,rejected,Luke Pitkeathly,Vacation plans
0206538685,3317275901,Bobbie Crannell,11/10/2022,8:16 AM,11:25 PM,10.5,rejected,Dixie Ferrucci,Unexpected car breakdown
1978886942,3000692282,Marrissa Allport,3/13/2022,9:15 PM,5:23 PM,8.68,approved,Winslow Skotcher,Doctor's orders
5719178406,6218893480,Brandy Hallut,11/26/2022,11:09 AM,9:05 PM,8.6,approved,Ariela Orkney,Late shift at current job
1670726975,4432347511,Adena Gilley,12/25/2022,8:46 PM,10:02 PM,5.6,pending,Vivia Candey,Religious observance
6894393257,2243908050,Idaline Galiford,2/25/2022,12:44 PM,7:54 PM,3.36,rejected,Katerina Emer,Celebratory occasion
6821910170,6271501753,Noll Santon,8/4/2022,8:24 AM,1:34 AM,2.75,approved,Wanda Sawell,Childcare responsibilities
6158951064,9641397036,Birgit Camolli,2/22/2022,1:13 PM,3:47 AM,3.48,rejected,Brnaby Filippo,Childcare responsibilities
0978241312,0667265368,Sig Metson,3/10/2022,10:39 AM,4:38 AM,2.51,approved,Holden Ainley,Overtime at another job
8621121158,7092819717,Jessalyn Sedgwick,3/28/2022,4:53 AM,11:16 PM,2.11,pending,Yoshiko Tessyman,Deadline for a project
3514724954,6846860037,Truda Mollin,8/25/2022,8:33 PM,9:40 AM,5.97,approved,Avrom Moralee,Unexpected car breakdown
5926405661,7427300602,Inigo McGaraghan,2/28/2022,1:35 AM,4:42 AM,9.62,approved,Jarret Cheeney,Emergency home repair
1344616941,3213837199,Daven Meany,10/27/2022,1:09 AM,11:46 PM,10.67,approved,Wrennie Ert,Last-minute travel
0867550384,9603396079,Pierrette Ambrogelli,8/7/2022,3:12 AM,6:43 PM,1.95,pending,Baxter Cridlon,Family emergency
0906587174,3391810165,Adah Darque,11/4/2022,1:15 AM,7:16 PM,11.62,pending,Kittie Castillou,Religious observance
0191723142,2117577083,Wright Brennan,10/1/2022,3:30 AM,8:15 AM,7.1,pending,Sasha Fancourt,Transportation issues
8385809902,8238182239,Sidney Ritchman,1/25/2022,9:45 AM,4:39 AM,7.52,approved,Ellary Thinn,Vacation plans
4575493112,1641805013,Silva Ertelt,11/19/2022,5:45 AM,2:41 AM,6.84,rejected,Liliane Verzey,Overtime at another job
3534587650,6349151917,Kelbee Sperling,8/15/2022,2:01 PM,3:03 AM,10.83,rejected,Dolly Nayer,Last-minute travel
1311499601,2384755048,Renie Saunton,9/4/2022,6:03 AM,7:11 AM,8.87,approved,Wiley Arnefield,Attending a special event
9665468766,1586930001,Melloney Skermer,4/16/2022,12:56 AM,10:34 PM,10.05,approved,Carilyn Patrono,Family emergency
1659139635,0964117975,Misty Holleran,3/30/2022,2:57 AM,10:50 AM,8.98,pending,Karisa Curnokk,Late shift at current job
5972499746,2162399075,Micheline Hargey,3/11/2022,2:56 PM,2:19 PM,3.13,rejected,Fawnia Durnell,Shift conflicts with another job
5689398799,2665194023,Vivyanne Josskowitz,10/13/2022,2:56 PM,4:50 AM,4.2,approved,Sayer Mityushin,Attending a special event
8240831176,6852801004,Hadrian Gullick,4/21/2022,2:37 AM,1:18 PM,10.57,approved,Jobey Smitheram,Scheduling error
6991505773,0634353373,Kermy Sandcraft,9/20/2022,3:59 AM,11:48 AM,11.02,approved,Darren FitzGeorge,Shift conflicts with another job
8585394161,7972763747,Verene Aronovitz,9/10/2022,9:04 AM,4:31 AM,11.83,rejected,Ivette Crosland,Doctor's orders
6089643505,5273379504,Bonny Reading,7/30/2022,8:17 AM,4:17 AM,1.5,pending,Nan Causon,Shift conflicts with another job
8366094804,8612290104,Katie Sprankling,5/7/2022,11:02 PM,11:13 AM,9.67,pending,Linette Dunwoody,Last-minute travel
1139632981,3513986572,Rhona Eltune,4/10/2022,8:46 PM,12:31 PM,5.53,approved,Amanda Dalton,Scheduling error
1908301139,0505981637,Nancee Coat,3/5/2022,10:59 AM,2:01 PM,3.15,approved,Adolphus Beardwell,Attending a special event
9272939801,9729094888,Olga O'Nion,4/9/2022,5:31 AM,10:26 AM,7.32,rejected,Ellsworth Klawi,Scheduling error
4450178106,3954791234,Allissa Westcar,10/7/2022,1:00 PM,7:08 PM,11.2,pending,Jeanna Lukianov,Family emergency
6477546477,0374805458,Kirstin Ixor,4/1/2022,6:34 AM,3:35 AM,4.64,pending,Orsa MacClay,Religious observance
3300132142,0690871546,Tarra Wemyss,1/4/2022,12:04 AM,3:30 AM,9.52,approved,Alikee Dorling,Childcare responsibilities
1449144993,2228690953,Carol Skivington,11/14/2022,9:21 AM,7:25 PM,11.36,pending,Gusti Hansemann,Attending a special event
2363827317,8355428684,Harriot Patriskson,2/24/2022,12:56 AM,6:33 AM,9.03,approved,Leola Von Gladbach,Important meeting
7940846523,2406775925,Vi Sedgeworth,9/21/2022,5:06 AM,8:34 AM,7.55,pending,Celinka Tiffany,Last-minute travel
9261585582,4141683108,Kaine Bushnell,3/26/2022,5:42 AM,6:20 PM,7.98,pending,Burtie Velasquez,Unforeseen medical appointment
8424182030,7224861340,Rudolf Constantinou,8/3/2022,10:31 PM,4:34 PM,3.76,rejected,Arluene Lamcken,Unforeseen medical appointment
3780279290,8470588605,Carolann Aylett,7/27/2022,2:23 PM,7:51 AM,3.07,approved,Odelinda Albon,Unforeseen medical appointment
7216026683,4168857506,Tricia Stockow,7/29/2022,11:28 AM,4:52 PM,11.12,approved,Jocelyne MacSkeagan,Family emergency
0565350609,5778766556,Francisca Cawthry,3/17/2022,4:09 AM,1:16 AM,8.14,approved,Tremain Stutely,Scheduling error
0358907055,0389754684,Milissent Boost,5/10/2022,2:42 PM,6:22 PM,11.26,approved,Blancha Calladine,Family emergency
9766323577,2818848954,Tabby Blakden,2/23/2022,4:46 AM,3:27 AM,6.02,pending,Margeaux Obington,Important meeting
1232673560,3852423538,Fiorenze McBlain,1/18/2022,4:40 PM,3:58 AM,1.61,pending,Bert Sircombe,Scheduling error
5375621541,6882487219,Natasha Hacket,5/28/2022,3:48 AM,11:26 PM,1.35,pending,Moll Morit,Deadline for a project
5809473725,4865009434,Zollie MacGeffen,12/18/2022,12:30 PM,4:04 AM,5.93,approved,Clem Dalgarnowch,Vacation plans
4751764179,0131544489,Dorie Greenstock,4/19/2022,9:45 PM,3:01 AM,1.93,pending,Cheryl Semeradova,Important meeting
0589735748,2065541881,Chandal Emsley,5/7/2022,1:25 AM,8:28 PM,9.5,rejected,Omero McGaughay,Personal appointment
0142908339,5296199626,Melody Wooffitt,1/31/2022,9:17 PM,8:54 AM,1.57,pending,Leyla Gockeler,Scheduling error
7619147888,4356180313,Clem Grassett,3/8/2022,2:51 AM,5:33 AM,1.08,pending,Angele Lauder,Personal appointment
7878702403,9356646171,Aldin Astley,12/24/2022,4:07 PM,2:37 PM,1.51,pending,Marna Marte,Deadline for a project
8515967332,7540337400,Alphard Knowling,12/26/2022,8:16 PM,1:40 PM,6.93,rejected,Janeva Jewar,Emergency home repair
2949464157,8394267017,Honor Ruste,2/15/2022,3:14 AM,7:37 PM,3.87,rejected,Adrianna McAster,Shift conflicts with another job
2773205936,3188163681,Louie Fontanet,5/20/2022,3:09 AM,6:51 AM,1.68,approved,Nigel Scipsey,Emergency home repair
1162011734,6229662566,Carmelia Beddoes,1/16/2022,3:30 AM,2:18 PM,11.6,rejected,Pernell Bowne,Emergency home repair
5108816219,5688490667,Myles Silveston,11/4/2022,8:01 AM,3:40 PM,4.1,approved,Dena Pennyman,Childcare responsibilities
0139917772,7276925498,Ronni Champ,2/11/2022,8:52 PM,2:03 PM,4.32,pending,Norby Rabbet,Important meeting
6063672915,8502398105,Tades McGebenay,6/27/2022,4:31 PM,4:52 AM,11.67,pending,Konstanze Cuff,Illness
4854452196,5687136576,Franny O'Fielly,7/24/2022,8:58 AM,5:36 PM,4.08,pending,Nonah Emanuelli,Overtime at another job
2873480955,0087926679,Ashlie Heyfield,6/13/2022,12:43 AM,10:03 PM,5.76,pending,Margaret McDermott,Vacation plans
9477645311,7313137893,Duane Shopcott,11/11/2022,1:11 PM,1:31 AM,5.26,pending,Eli Dunseith,Deadline for a project
7593686590,9016765336,Emmie Bancroft,3/8/2022,2:42 PM,11:25 PM,1.1,rejected,Ailbert Bassil,Doctor's orders
1898381313,4752697866,Shannon Hakking,8/3/2022,7:59 PM,11:38 PM,5.57,pending,Nita Winkell,Attending a special event
4224971062,9497423381,Valry Wingrove,7/24/2022,3:59 PM,2:18 PM,8.43,pending,Lorianna de Juares,Celebratory occasion
2280865467,2363621336,Lindy Couch,10/5/2022,3:45 AM,2:41 PM,4.11,rejected,Madel Linforth,Unforeseen medical appointment
5365228111,5664907142,Janos Ferraretto,6/16/2022,4:07 PM,8:02 AM,6.59,approved,Ellerey Downer,Doctor's orders
9984472094,0651431956,Ellerey Eagleton,1/5/2022,5:41 AM,11:11 PM,1.6,pending,Bethena di Rocca,Doctor's orders
0148488064,9748346846,Sancho Golde,2/24/2022,9:30 PM,2:42 AM,3.31,pending,Winifield Waszczykowski,Attending a special event
1402671407,4276755298,Alene Low,1/5/2022,4:44 AM,9:14 PM,7.93,rejected,Eldredge Boraston,Deadline for a project
2146956372,6018506564,Toby Minithorpe,12/28/2022,2:37 AM,1:31 AM,6.51,pending,Porter Weighell,Illness
8427795335,2176556895,Buckie Rathmell,3/10/2022,5:40 PM,2:35 AM,2.46,rejected,Sinclare Bowlesworth,Family emergency
7952647121,4351726067,Derek Denton,4/16/2022,12:02 PM,4:10 AM,11.79,pending,Claudell Kharchinski,Family emergency
5341915216,2067194615,Betti Furlonge,12/12/2022,4:02 AM,10:20 AM,11.94,pending,Iver Belchamp,Childcare responsibilities
4765509788,6497910514,Farrah Coleyshaw,11/13/2022,1:55 AM,11:44 AM,8.66,rejected,Ariel Jennions,Deadline for a project
3847287451,4750013293,Lennie Solman,2/20/2022,3:03 PM,11:38 PM,3.43,approved,Cherri Jonke,Emergency home repair
0719730775,1766834426,Arie Axcel,1/15/2022,9:53 AM,7:14 AM,6.45,approved,Fey Hrus,Attending a special event
3872046977,8459559033,Orrin Boomes,12/26/2022,4:22 PM,6:26 AM,10.63,pending,Maurene Wignall,Deadline for a project
3449135791,8916855136,Byrann Lilleyman,6/10/2022,11:02 PM,6:33 PM,5.59,rejected,Teddy Whitby,Doctor's orders
4055585993,3081793904,Linda Grent,1/31/2022,7:33 PM,8:58 AM,11.56,approved,Reg McIlvaney,Important meeting
7914413674,2424190925,Esme Wigg,10/6/2022,12:10 PM,6:50 AM,3.69,pending,Min Fawthorpe,Childcare responsibilities
7543924064,3475789485,Manny Ogelbe,1/20/2022,7:31 PM,11:06 AM,1.45,approved,Morse Burgon,Important meeting
4179731517,6049466645,Morten Flea,12/17/2022,11:17 AM,1:03 AM,10.06,approved,Casandra Blackmuir,Doctor's orders
2548132560,5643921804,Vachel McNeil,7/28/2022,4:36 AM,11:48 PM,4.36,approved,Basil Mouatt,Religious observance
6409004044,2109134038,Grenville Sandwick,2/8/2022,1:31 AM,1:29 AM,6.81,pending,Ofelia Booth-Jarvis,Family emergency
3461570109,3224784237,Jerrilee Danet,12/20/2022,11:08 PM,1:19 PM,3.73,pending,Sandra Novakovic,Scheduling error
5887130970,1614315094,Alvie Ryam,4/22/2022,9:38 AM,8:06 PM,5.28,pending,Glori Pattisson,Important meeting
7771129994,0677622732,Goran Iiannone,11/22/2022,8:50 AM,3:18 AM,1.12,approved,Thomasina Eve,Family emergency
1548310492,5750810410,Gleda Reiling,10/13/2022,7:29 PM,8:55 AM,11.0,pending,Hayden Harnes,Doctor's orders
3397627362,4047643874,Florri Ibberson,7/30/2022,3:06 PM,6:24 AM,7.22,rejected,Star Ailsbury,Transportation issues
9442862553,4152355972,Benedikta Hendonson,1/30/2022,12:27 AM,11:07 AM,7.9,rejected,Bunny Blasio,Deadline for a project
6445184049,3145616919,Eberhard Fairleigh,1/15/2022,12:05 PM,12:44 AM,3.49,approved,Anstice Lowder,Traffic congestion
5042448551,2858223637,Gaylor Braams,3/19/2022,3:33 AM,3:27 PM,3.02,approved,Julian Telega,Attending a special event
8604574913,7383507029,Cymbre O'Caine,5/7/2022,1:31 AM,9:14 AM,5.26,pending,Lorinda Trebilcock,Religious observance
5074866154,7425485966,Phil Skullet,10/17/2022,1:31 AM,2:55 AM,4.3,approved,Arleyne Matthieson,Childcare responsibilities
4776771950,6849715496,Erick Carme,3/5/2022,5:15 PM,11:57 PM,11.61,approved,Kirsti Brimacombe,Last-minute travel
1542633214,1061926060,Alissa Chatfield,1/20/2022,1:16 PM,7:53 PM,8.55,approved,Philbert Fardy,Unforeseen medical appointment
2041289309,5452098275,Gay Hatwell,6/25/2022,8:37 AM,12:03 PM,3.63,pending,Paddie Sproston,Emergency home repair
3580961373,0834492121,Clemmie Dametti,4/4/2022,1:54 AM,12:18 PM,1.65,pending,Everard Beavors,Traffic congestion
4616351120,7593760863,Christine Ellse,10/26/2022,5:21 AM,10:37 AM,7.87,pending,Marisa Guidera,Deadline for a project
9209982371,8379997522,Demott Panichelli,2/22/2022,2:51 PM,10:16 PM,2.93,approved,Ciro Ferney,Childcare responsibilities
8020436685,7381315718,Jacquenette Wasielewski,10/26/2022,12:29 AM,6:38 PM,5.5,approved,Sayers Boom,Personal appointment
5176383950,0593145542,Sidonia Gallacher,10/27/2022,8:39 AM,10:06 PM,6.79,approved,Kirsteni De Ruel,Unforeseen medical appointment
6375225388,1417432144,Georgina Cullerne,8/12/2022,1:32 AM,9:44 PM,4.5,approved,Kasey Christie,Family emergency
3590386185,6599438164,Jammie Bagshawe,6/23/2022,6:30 AM,6:35 PM,2.69,rejected,Natasha Kaasman,Personal appointment
1222287064,8368258006,Mahmud Cockland,7/8/2022,10:06 PM,7:51 AM,4.55,approved,Willy Kirton,Deadline for a project
7989777487,4508125441,Kelwin Thompsett,8/15/2022,6:07 PM,7:09 PM,5.47,approved,Kittie Cheine,Important meeting
5563389952,9411367488,Aigneis Gogarty,2/24/2022,10:45 AM,12:24 PM,1.88,approved,Claudia Shearstone,Late shift at current job
7673073986,3503307311,Jenifer Le Grove,6/25/2022,9:24 AM,10:44 PM,10.33,pending,Dayna Belliard,Deadline for a project
7272167750,9354498507,Oliviero Andreopolos,3/23/2022,3:17 PM,3:54 AM,7.7,approved,Aurelie Stoute,Overtime at another job
3153411700,8804384573,Maureen Mawson,10/27/2022,11:56 AM,9:01 AM,11.88,rejected,Cully Marquis,Doctor's orders
2102531600,7125610633,Angil Eastup,2/4/2022,10:42 AM,11:23 PM,11.03,rejected,Camella Fenn,Late shift at current job
5702982002,7881611642,Chip Bigmore,4/3/2022,8:31 PM,6:39 AM,11.18,rejected,Dyanne Shippam,Illness
3515672818,3806693269,Lorraine Wilgar,11/7/2022,8:47 AM,5:38 AM,7.19,pending,Cynthea Vaughn,Deadline for a project
2077100265,2492838803,Brook Heelis,7/17/2022,6:52 AM,11:47 PM,7.86,pending,Iago Jahnel,Celebratory occasion
2910946347,1098746791,Denyse Carden,9/30/2022,11:01 PM,11:10 AM,9.33,approved,Danila Gohier,Late shift at current job
6202102942,2959898036,Pierette Dunnet,3/26/2022,8:49 AM,10:12 PM,1.93,approved,Brendis Jumonet,Illness
4268859276,5186350885,Amos Demetr,6/23/2022,8:51 PM,4:24 AM,8.75,rejected,Justino Jiruca,Doctor's orders
7757809339,5529794556,Yovonnda Pretty,11/19/2022,4:54 PM,3:05 PM,4.66,pending,Daisie Yanyushkin,Attending a special event
2836220376,9450438595,Abbye Dumke,3/1/2022,3:30 PM,10:43 AM,9.64,approved,Milly Wulfinger,Important meeting
4798334855,8078539967,Mordecai Bolzen,1/5/2022,9:03 AM,6:25 AM,10.5,pending,Jobey Mattiassi,Emergency home repair
8717737133,6817177081,Sasha Swindin,4/4/2022,9:44 AM,4:09 PM,6.1,pending,Arnoldo Arbuckel,Late shift at current job
6550568498,0847557111,Iris Maude,4/27/2022,11:09 AM,4:07 PM,10.95,rejected,Josey Carnachen,Attending a special event
8212027686,8943212798,Tammie Folcarelli,1/29/2022,1:09 PM,7:28 AM,8.67,rejected,Andrea Dowber,Unexpected car breakdown
2639098578,3164833237,Daron Caughey,3/16/2022,3:16 AM,8:46 AM,8.29,pending,Gard Burfield,Overtime at another job
3858053759,2863451561,Filbert Chenery,9/9/2022,9:44 PM,8:30 PM,10.92,approved,Sherye Rockwill,Overtime at another job
4346949126,8839857249,Blayne Dodridge,9/15/2022,10:08 AM,12:19 AM,8.22,pending,Markus Corradino,Traffic congestion
2030911879,4384477236,Rafaelita Overlow,8/31/2022,12:14 AM,8:12 PM,3.09,approved,Isacco Melior,Important meeting
4109697123,2315804132,Moises Ronchi,2/13/2022,5:29 PM,2:51 AM,8.55,rejected,Douglass Fiddiman,Last-minute travel
6388598420,1737709570,Kassi Bushel,9/5/2022,4:34 PM,2:09 PM,1.7,approved,Heidie Rooper,Illness
